Category Code,Category Path,Name,Full Code,Can Be Auctioned,Can Be Classified,Durations,Tradevine Caters for this Category
9708,Books > Nonfiction > Art-photography-design > Drawing,Drawing,193-465-815-9708,Yes,No,"2,3,4,5,6,7,10",Yes
9709,Books > Nonfiction > Art-photography-design > Fashion,Fashion,193-465-815-9709,Yes,No,"2,3,4,5,6,7,10",Yes
6599,Books > Nonfiction > Art-photography-design > Other,Other,193-465-815-6599,Yes,No,"2,3,4,5,6,7,10",Yes
9710,Books > Nonfiction > Art-photography-design > Painting,Painting,193-465-815-9710,Yes,No,"2,3,4,5,6,7,10",Yes
6597,Books > Nonfiction > Art-photography-design > Photography,Photography,193-465-815-6597,Yes,No,"2,3,4,5,6,7,10",Yes
9711,Books > Nonfiction > Art-photography-design > Sculpture,Sculpture,193-465-815-9711,Yes,No,"2,3,4,5,6,7,10",Yes
4649,Books > Nonfiction > Biography > Business,Business,193-465-223-4649,Yes,No,"2,3,4,5,6,7,10",Yes
4650,Books > Nonfiction > Biography > Literary,Literary,193-465-223-4650,Yes,No,"2,3,4,5,6,7,10",Yes
4651,Books > Nonfiction > Biography > Military,Military,193-465-223-4651,Yes,No,"2,3,4,5,6,7,10",Yes
4652,Books > Nonfiction > Biography > Movie-TV,Movie & TV,193-465-223-4652,Yes,No,"2,3,4,5,6,7,10",Yes
1907,Books > Nonfiction > Biography > Music,Music,193-465-223-1907,Yes,No,"2,3,4,5,6,7,10",Yes
1909,Books > Nonfiction > Biography > Other,Other,193-465-223-1909,Yes,No,"2,3,4,5,6,7,10",Yes
1906,Books > Nonfiction > Biography > Politics,Politics,193-465-223-1906,Yes,No,"2,3,4,5,6,7,10",Yes
4653,Books > Nonfiction > Biography > Religious,Religious,193-465-223-4653,Yes,No,"2,3,4,5,6,7,10",Yes
6333,Books > Nonfiction > Biography > Royalty,Royalty,193-465-223-6333,Yes,No,"2,3,4,5,6,7,10",Yes
1908,Books > Nonfiction > Biography > Sport,Sport,193-465-223-1908,Yes,No,"2,3,4,5,6,7,10",Yes
9712,Books > Nonfiction > Business-finance-law > Accounting,Accounting,193-465-226-9712,Yes,No,"2,3,4,5,6,7,10",Yes
2240,Books > Nonfiction > Business-finance-law > Business,Business,193-465-226-2240,Yes,No,"2,3,4,5,6,7,10",Yes
9713,Books > Nonfiction > Business-finance-law > Economics,Economics,193-465-226-9713,Yes,No,"2,3,4,5,6,7,10",Yes
2241,Books > Nonfiction > Business-finance-law > Finance,Finance,193-465-226-2241,Yes,No,"2,3,4,5,6,7,10",Yes
9714,Books > Nonfiction > Business-finance-law > Investing,Investing,193-465-226-9714,Yes,No,"2,3,4,5,6,7,10",Yes
2242,Books > Nonfiction > Business-finance-law > Law,Law,193-465-226-2242,Yes,No,"2,3,4,5,6,7,10",Yes
6600,Books > Nonfiction > Business-finance-law > Management-leadership,Management & leadership,193-465-226-6600,Yes,No,"2,3,4,5,6,7,10",Yes
2243,Books > Nonfiction > Business-finance-law > Other,Other,193-465-226-2243,Yes,No,"2,3,4,5,6,7,10",Yes
9715,Books > Nonfiction > Business-finance-law > Personal-finance,Personal finance,193-465-226-9715,Yes,No,"2,3,4,5,6,7,10",Yes
9716,Books > Nonfiction > Business-finance-law > Real-estate,Real estate,193-465-226-9716,Yes,No,"2,3,4,5,6,7,10",Yes
6601,Books > Nonfiction > Business-finance-law > Sales-marketing,Sales & marketing,193-465-226-6601,Yes,No,"2,3,4,5,6,7,10",Yes
9717,Books > Nonfiction > Business-finance-law > Small-business-entrepreneurship,Small business & entrepreneurship,193-465-226-9717,Yes,No,"2,3,4,5,6,7,10",Yes
3388,Books > Nonfiction > Computers-internet > Manuals,Manuals,193-465-3386-3388,Yes,No,"2,3,4,5,6,7,10",Yes
3392,Books > Nonfiction > Computers-internet > Other,Other,193-465-3386-3392,Yes,No,"2,3,4,5,6,7,10",Yes
3389,Books > Nonfiction > Computers-internet > Programming,Programming,193-465-3386-3389,Yes,No,"2,3,4,5,6,7,10",Yes
2713,Books > Nonfiction > Cooking > Baking-desserts,Baking & desserts,193-465-200-2713,Yes,No,"2,3,4,5,6,7,10",Yes
2995,Books > Nonfiction > Cooking > Celebrity-chefs,Celebrity chefs,193-465-200-2995,Yes,No,"2,3,4,5,6,7,10",Yes
6603,Books > Nonfiction > Cooking > Entertaining-party,Entertaining & party,193-465-200-6603,Yes,No,"2,3,4,5,6,7,10",Yes
2712,Books > Nonfiction > Cooking > Ethnic,Ethnic,193-465-200-2712,Yes,No,"2,3,4,5,6,7,10",Yes
2996,Books > Nonfiction > Cooking > Healthy-eating,Healthy eating,193-465-200-2996,Yes,No,"2,3,4,5,6,7,10",Yes
6604,Books > Nonfiction > Cooking > Meat,Meat,193-465-200-6604,Yes,No,"2,3,4,5,6,7,10",Yes
1911,Books > Nonfiction > Cooking > Microwave,Microwave,193-465-200-1911,Yes,No,"2,3,4,5,6,7,10",Yes
1914,Books > Nonfiction > Cooking > Other,Other,193-465-200-1914,Yes,No,"2,3,4,5,6,7,10",Yes
6602,Books > Nonfiction > Cooking > Pasta,Pasta,193-465-200-6602,Yes,No,"2,3,4,5,6,7,10",Yes
1912,Books > Nonfiction > Cooking > Vegan-vegetarian,Vegan & vegetarian,193-465-200-1912,Yes,No,"2,3,4,5,6,7,10",Yes
6605,Books > Nonfiction > Crafts > Cake-design,Cake design,193-465-1373-6605,Yes,No,"2,3,4,5,6,7,10",Yes
6607,Books > Nonfiction > Crafts > Flower-arrangement,Flower arrangement,193-465-1373-6607,Yes,No,"2,3,4,5,6,7,10",Yes
2236,Books > Nonfiction > Crafts > Knitting-needlecraft,Knitting & needlecraft,193-465-1373-2236,Yes,No,"2,3,4,5,6,7,10",Yes
2239,Books > Nonfiction > Crafts > Other,Other,193-465-1373-2239,Yes,No,"2,3,4,5,6,7,10",Yes
6606,Books > Nonfiction > Crafts > Pottery-ceramics,Pottery & ceramics,193-465-1373-6606,Yes,No,"2,3,4,5,6,7,10",Yes
2237,Books > Nonfiction > Crafts > Sewing-textiles,Sewing & textiles,193-465-1373-2237,Yes,No,"2,3,4,5,6,7,10",Yes
2238,Books > Nonfiction > Crafts > Toy-making,Toy making,193-465-1373-2238,Yes,No,"2,3,4,5,6,7,10",Yes
6635,Books > Nonfiction > Flora-fauna,Flora & fauna,193-465-6635,Yes,No,"2,3,4,5,6,7,10",Yes
1415,Books > Nonfiction > Genealogy,Genealogy,193-465-1415,Yes,No,"2,3,4,5,6,7,10",Yes
9718,Books > Nonfiction > Health-lifestyle > Beauty-fashion,Beauty & fashion,193-465-228-9718,Yes,No,"2,3,4,5,6,7,10",Yes
9719,Books > Nonfiction > Health-lifestyle > Death-grief,Death & grief,193-465-228-9719,Yes,No,"2,3,4,5,6,7,10",Yes
1915,Books > Nonfiction > Health-lifestyle > Diet,Diet,193-465-228-1915,Yes,No,"2,3,4,5,6,7,10",Yes
9720,Books > Nonfiction > Health-lifestyle > Disorders-diseases,Disorders & diseases,193-465-228-9720,Yes,No,"2,3,4,5,6,7,10",Yes
6608,Books > Nonfiction > Health-lifestyle > Fitness-exercise,Fitness & exercise,193-465-228-6608,Yes,No,"2,3,4,5,6,7,10",Yes
6609,Books > Nonfiction > Health-lifestyle > Massage-meditation,Massage & meditation,193-465-228-6609,Yes,No,"2,3,4,5,6,7,10",Yes
9721,Books > Nonfiction > Health-lifestyle > Mens-health,Men's health,193-465-228-9721,Yes,No,"2,3,4,5,6,7,10",Yes
6648,Books > Nonfiction > Health-lifestyle > Mental-health,Mental health,193-465-228-6648,Yes,No,"2,3,4,5,6,7,10",Yes
2715,Books > Nonfiction > Health-lifestyle > Natural-healing,Natural healing,193-465-228-2715,Yes,No,"2,3,4,5,6,7,10",Yes
1917,Books > Nonfiction > Health-lifestyle > Other,Other,193-465-228-1917,Yes,No,"2,3,4,5,6,7,10",Yes
6340,Books > Nonfiction > Health-lifestyle > Parenting,Parenting,193-465-228-6340,Yes,No,"2,3,4,5,6,7,10",Yes
1916,Books > Nonfiction > Health-lifestyle > Pregnancy-baby,Pregnancy & baby,193-465-228-1916,Yes,No,"2,3,4,5,6,7,10",Yes
9722,Books > Nonfiction > Health-lifestyle > Recovery,Recovery,193-465-228-9722,Yes,No,"2,3,4,5,6,7,10",Yes
9723,Books > Nonfiction > Health-lifestyle > Relationships,Relationships,193-465-228-9723,Yes,No,"2,3,4,5,6,7,10",Yes
9724,Books > Nonfiction > Health-lifestyle > Safety-first-aid,Safety & first aid,193-465-228-9724,Yes,No,"2,3,4,5,6,7,10",Yes
9725,Books > Nonfiction > Health-lifestyle > Sexual-health-wellbeing,Sexual health & wellbeing,193-465-228-9725,Yes,No,"2,3,4,5,6,7,10",Yes
2714,Books > Nonfiction > Health-lifestyle > Womens-health,Women's health,193-465-228-2714,Yes,No,"2,3,4,5,6,7,10",Yes
9727,Books > Nonfiction > History > Ancient,Ancient,193-465-816-9727,Yes,No,"2,3,4,5,6,7,10",Yes
6613,Books > Nonfiction > History > Asia,Asia,193-465-816-6613,Yes,No,"2,3,4,5,6,7,10",Yes
6611,Books > Nonfiction > History > Australia,Australia,193-465-816-6611,Yes,No,"2,3,4,5,6,7,10",Yes
6612,Books > Nonfiction > History > Britain,Britain,193-465-816-6612,Yes,No,"2,3,4,5,6,7,10",Yes
6614,Books > Nonfiction > History > Europe,Europe,193-465-816-6614,Yes,No,"2,3,4,5,6,7,10",Yes
6610,Books > Nonfiction > History > New-Zealand,New Zealand,193-465-816-6610,Yes,No,"2,3,4,5,6,7,10",Yes
6616,Books > Nonfiction > History > Other,Other,193-465-816-6616,Yes,No,"2,3,4,5,6,7,10",Yes
6615,Books > Nonfiction > History > The-Americas,The Americas,193-465-816-6615,Yes,No,"2,3,4,5,6,7,10",Yes
9726,Books > Nonfiction > History > World,World,193-465-816-9726,Yes,No,"2,3,4,5,6,7,10",Yes
817,Books > Nonfiction > Hobbies-games,Hobbies & games,193-465-817,Yes,No,"2,3,4,5,6,7,10",Yes
6619,Books > Nonfiction > Home-garden > Herb-vegetable-gardening,Herb & vegetable gardening,193-465-224-6619,Yes,No,"2,3,4,5,6,7,10",Yes
9730,Books > Nonfiction > Home-garden > Home-decorating-interior-design,Home decorating & interior design,193-465-224-9730,Yes,No,"2,3,4,5,6,7,10",Yes
2875,Books > Nonfiction > Home-garden > Home-improvements,Home improvements,193-465-224-2875,Yes,No,"2,3,4,5,6,7,10",Yes
6618,Books > Nonfiction > Home-garden > Indoor-plants,Indoor plants,193-465-224-6618,Yes,No,"2,3,4,5,6,7,10",Yes
2877,Books > Nonfiction > Home-garden > Other,Other,193-465-224-2877,Yes,No,"2,3,4,5,6,7,10",Yes
2876,Books > Nonfiction > Home-garden > Other-gardening,Other gardening,193-465-224-2876,Yes,No,"2,3,4,5,6,7,10",Yes
6617,Books > Nonfiction > Home-garden > Roses,Roses,193-465-224-6617,Yes,No,"2,3,4,5,6,7,10",Yes
6620,Books > Nonfiction > Home-garden > Trees-shrubs,Trees & shrubs,193-465-224-6620,Yes,No,"2,3,4,5,6,7,10",Yes
227,Books > Nonfiction > Humour,Humour,193-465-227,Yes,No,"2,3,4,5,6,7,10",Yes
818,Books > Nonfiction > Movies-TV,Movies & TV,193-465-818,Yes,No,"2,3,4,5,6,7,10",Yes
6622,Books > Nonfiction > Music > Guides-educational,Guides & educational,193-465-819-6622,Yes,No,"2,3,4,5,6,7,10",Yes
6621,Books > Nonfiction > Music > Musicians-groups,Musicians & groups,193-465-819-6621,Yes,No,"2,3,4,5,6,7,10",Yes
6623,Books > Nonfiction > Music > Other,Other,193-465-819-6623,Yes,No,"2,3,4,5,6,7,10",Yes
6838,Books > Nonfiction > New-Zealand,New Zealand,193-465-6838,Yes,No,"2,3,4,5,6,7,10",Yes
134,Books > Nonfiction > Other,Other,193-465-134,Yes,No,"2,3,4,5,6,7,10",Yes
6337,Books > Nonfiction > Pets > Birds,Birds,193-465-822-6337,Yes,No,"2,3,4,5,6,7,10",Yes
6335,Books > Nonfiction > Pets > Cats,Cats,193-465-822-6335,Yes,No,"2,3,4,5,6,7,10",Yes
6334,Books > Nonfiction > Pets > Dogs,Dogs,193-465-822-6334,Yes,No,"2,3,4,5,6,7,10",Yes
6336,Books > Nonfiction > Pets > Fish,Fish,193-465-822-6336,Yes,No,"2,3,4,5,6,7,10",Yes
6339,Books > Nonfiction > Pets > Horses,Horses,193-465-822-6339,Yes,No,"2,3,4,5,6,7,10",Yes
6338,Books > Nonfiction > Pets > Other,Other,193-465-822-6338,Yes,No,"2,3,4,5,6,7,10",Yes
5367,Books > Nonfiction > Philosophy,Philosophy,193-465-5367,Yes,No,"2,3,4,5,6,7,10",Yes
6343,Books > Nonfiction > Politics-social-commentary,Politics & social commentary,193-465-6343,Yes,No,"2,3,4,5,6,7,10",Yes
5415,Books > Nonfiction > Psychology,Psychology,193-465-5415,Yes,No,"2,3,4,5,6,7,10",Yes
6627,Books > Nonfiction > Reference > Atlases,Atlases,193-465-823-6627,Yes,No,"2,3,4,5,6,7,10",Yes
6624,Books > Nonfiction > Reference > Dictionaries-thesauruses,Dictionaries & thesauruses,193-465-823-6624,Yes,No,"2,3,4,5,6,7,10",Yes
6625,Books > Nonfiction > Reference > Encyclopedias,Encyclopedias,193-465-823-6625,Yes,No,"2,3,4,5,6,7,10",Yes
6628,Books > Nonfiction > Reference > Other,Other,193-465-823-6628,Yes,No,"2,3,4,5,6,7,10",Yes
6626,Books > Nonfiction > Reference > World-record-books,World record books,193-465-823-6626,Yes,No,"2,3,4,5,6,7,10",Yes
4655,Books > Nonfiction > Religion-spirituality > Bibles,Bibles,193-465-824-4655,Yes,No,"2,3,4,5,6,7,10",Yes
4656,Books > Nonfiction > Religion-spirituality > Christianity,Christianity,193-465-824-4656,Yes,No,"2,3,4,5,6,7,10",Yes
6634,Books > Nonfiction > Religion-spirituality > Discussion-critical-thinking,Discussion & critical thinking,193-465-824-6634,Yes,No,"2,3,4,5,6,7,10",Yes
6633,Books > Nonfiction > Religion-spirituality > Islam,Islam,193-465-824-6633,Yes,No,"2,3,4,5,6,7,10",Yes
4657,Books > Nonfiction > Religion-spirituality > New-age,New age,193-465-824-4657,Yes,No,"2,3,4,5,6,7,10",Yes
4658,Books > Nonfiction > Religion-spirituality > Other,Other,193-465-824-4658,Yes,No,"2,3,4,5,6,7,10",Yes
6636,Books > Nonfiction > Science-medical > Biology,Biology,193-465-229-6636,Yes,No,"2,3,4,5,6,7,10",Yes
6638,Books > Nonfiction > Science-medical > Chemistry,Chemistry,193-465-229-6638,Yes,No,"2,3,4,5,6,7,10",Yes
9728,Books > Nonfiction > Science-medical > Earth,Earth,193-465-229-9728,Yes,No,"2,3,4,5,6,7,10",Yes
6640,Books > Nonfiction > Science-medical > Ecology,Ecology,193-465-229-6640,Yes,No,"2,3,4,5,6,7,10",Yes
6641,Books > Nonfiction > Science-medical > Other,Other,193-465-229-6641,Yes,No,"2,3,4,5,6,7,10",Yes
6637,Books > Nonfiction > Science-medical > Physics,Physics,193-465-229-6637,Yes,No,"2,3,4,5,6,7,10",Yes
6639,Books > Nonfiction > Science-medical > Space-astronomy,Space & astronomy,193-465-229-6639,Yes,No,"2,3,4,5,6,7,10",Yes
6630,Books > Nonfiction > Selfhelp > Female-specific,Female specific,193-465-825-6630,Yes,No,"2,3,4,5,6,7,10",Yes
1943,Books > Nonfiction > Selfhelp > Life-coaching,Life coaching,193-465-825-1943,Yes,No,"2,3,4,5,6,7,10",Yes
6629,Books > Nonfiction > Selfhelp > Male-specific,Male specific,193-465-825-6629,Yes,No,"2,3,4,5,6,7,10",Yes
1942,Books > Nonfiction > Selfhelp > Money,Money,193-465-825-1942,Yes,No,"2,3,4,5,6,7,10",Yes
1944,Books > Nonfiction > Selfhelp > Other,Other,193-465-825-1944,Yes,No,"2,3,4,5,6,7,10",Yes
1941,Books > Nonfiction > Selfhelp > Relationships,Relationships,193-465-825-1941,Yes,No,"2,3,4,5,6,7,10",Yes
9800,Books > Nonfiction > Sport > Basketball,Basketball,193-465-225-9800,Yes,No,"2,3,4,5,6,7,10",Yes
9801,Books > Nonfiction > Sport > Climbing-hiking-tramping,"Climbing, hiking & tramping",193-465-225-9801,Yes,No,"2,3,4,5,6,7,10",Yes
1945,Books > Nonfiction > Sport > Cricket,Cricket,193-465-225-1945,Yes,No,"2,3,4,5,6,7,10",Yes
9802,Books > Nonfiction > Sport > Cycling,Cycling,193-465-225-9802,Yes,No,"2,3,4,5,6,7,10",Yes
9803,Books > Nonfiction > Sport > Diving-scuba,Diving & scuba,193-465-225-9803,Yes,No,"2,3,4,5,6,7,10",Yes
4040,Books > Nonfiction > Sport > Equestrian,Equestrian,193-465-225-4040,Yes,No,"2,3,4,5,6,7,10",Yes
1946,Books > Nonfiction > Sport > Fishing,Fishing,193-465-225-1946,Yes,No,"2,3,4,5,6,7,10",Yes
1947,Books > Nonfiction > Sport > Golf,Golf,193-465-225-1947,Yes,No,"2,3,4,5,6,7,10",Yes
4659,Books > Nonfiction > Sport > Hunting-shooting,Hunting & shooting,193-465-225-4659,Yes,No,"2,3,4,5,6,7,10",Yes
9804,Books > Nonfiction > Sport > Kayaking-canoeing-rowing,"Kayaking, canoeing & rowing",193-465-225-9804,Yes,No,"2,3,4,5,6,7,10",Yes
9805,Books > Nonfiction > Sport > Martial-arts,Martial arts,193-465-225-9805,Yes,No,"2,3,4,5,6,7,10",Yes
9806,Books > Nonfiction > Sport > Motorsport,Motorsport,193-465-225-9806,Yes,No,"2,3,4,5,6,7,10",Yes
1950,Books > Nonfiction > Sport > Other,Other,193-465-225-1950,Yes,No,"2,3,4,5,6,7,10",Yes
9807,Books > Nonfiction > Sport > Racquet-sports,Racquet sports,193-465-225-9807,Yes,No,"2,3,4,5,6,7,10",Yes
1948,Books > Nonfiction > Sport > Rugby,Rugby,193-465-225-1948,Yes,No,"2,3,4,5,6,7,10",Yes
9808,Books > Nonfiction > Sport > Running,Running,193-465-225-9808,Yes,No,"2,3,4,5,6,7,10",Yes
1949,Books > Nonfiction > Sport > Sailing,Sailing,193-465-225-1949,Yes,No,"2,3,4,5,6,7,10",Yes
9809,Books > Nonfiction > Sport > Snow-sports,Snow sports,193-465-225-9809,Yes,No,"2,3,4,5,6,7,10",Yes
9810,Books > Nonfiction > Sport > Soccer,Soccer,193-465-225-9810,Yes,No,"2,3,4,5,6,7,10",Yes
9811,Books > Nonfiction > Sport > Surfing,Surfing,193-465-225-9811,Yes,No,"2,3,4,5,6,7,10",Yes
9812,Books > Nonfiction > Sport > Swimming,Swimming,193-465-225-9812,Yes,No,"2,3,4,5,6,7,10",Yes
5416,Books > Nonfiction > Technology-engineering,Technology & engineering,193-465-5416,Yes,No,"2,3,4,5,6,7,10",Yes
6089,Books > Nonfiction > Transport > Aviation,Aviation,193-465-1354-6089,Yes,No,"2,3,4,5,6,7,10",Yes
6631,Books > Nonfiction > Transport > Bikes,Bikes,193-465-1354-6631,Yes,No,"2,3,4,5,6,7,10",Yes
6090,Books > Nonfiction > Transport > Cars,Cars,193-465-1354-6090,Yes,No,"2,3,4,5,6,7,10",Yes
6088,Books > Nonfiction > Transport > Marine,Marine,193-465-1354-6088,Yes,No,"2,3,4,5,6,7,10",Yes
6091,Books > Nonfiction > Transport > Other,Other,193-465-1354-6091,Yes,No,"2,3,4,5,6,7,10",Yes
6087,Books > Nonfiction > Transport > Rail,Rail,193-465-1354-6087,Yes,No,"2,3,4,5,6,7,10",Yes
6632,Books > Nonfiction > Transport > Trucks,Trucks,193-465-1354-6632,Yes,No,"2,3,4,5,6,7,10",Yes
4205,Books > Nonfiction > Travel > Africa,Africa,193-465-826-4205,Yes,No,"2,3,4,5,6,7,10",Yes
4206,Books > Nonfiction > Travel > Asia,Asia,193-465-826-4206,Yes,No,"2,3,4,5,6,7,10",Yes
4207,Books > Nonfiction > Travel > Australia,Australia,193-465-826-4207,Yes,No,"2,3,4,5,6,7,10",Yes
4660,Books > Nonfiction > Travel > Central-South-America,Central & South America,193-465-826-4660,Yes,No,"2,3,4,5,6,7,10",Yes
4208,Books > Nonfiction > Travel > Europe,Europe,193-465-826-4208,Yes,No,"2,3,4,5,6,7,10",Yes
4209,Books > Nonfiction > Travel > New-Zealand,New Zealand,193-465-826-4209,Yes,No,"2,3,4,5,6,7,10",Yes
4661,Books > Nonfiction > Travel > North-America,North America,193-465-826-4661,Yes,No,"2,3,4,5,6,7,10",Yes
4210,Books > Nonfiction > Travel > Other,Other,193-465-826-4210,Yes,No,"2,3,4,5,6,7,10",Yes
9729,Books > Nonfiction > Travel > Pacific-Islands,Pacific Islands,193-465-826-9729,Yes,No,"2,3,4,5,6,7,10",Yes
2549,Books > Nonfiction > True-crime,True crime,193-465-2549,Yes,No,"2,3,4,5,6,7,10",Yes
1953,Books > Nonfiction > War-military > Other,Other,193-465-1352-1953,Yes,No,"2,3,4,5,6,7,10",Yes
1951,Books > Nonfiction > War-military > World-War-I,World War I,193-465-1352-1951,Yes,No,"2,3,4,5,6,7,10",Yes
1952,Books > Nonfiction > War-military > World-War-II,World War II,193-465-1352-1952,Yes,No,"2,3,4,5,6,7,10",Yes
4654,Books > Nonfiction > Wine-drink,Wine & drink,193-465-4654,Yes,No,"2,3,4,5,6,7,10",Yes
1814,Books > Rare-collectable > Annuals > 1950-today,1950 - today,193-466-1482-1814,Yes,No,"2,3,4,5,6,7,10",Yes
1813,Books > Rare-collectable > Annuals > Pre-1950,Pre 1950,193-466-1482-1813,Yes,No,"2,3,4,5,6,7,10",Yes
146,Books > Rare-collectable > First-editions,First editions,193-466-146,Yes,No,"2,3,4,5,6,7,10",Yes
1815,Books > Rare-collectable > NZ-published > Art,Art,193-466-172-1815,Yes,No,"2,3,4,5,6,7,10",Yes
1816,Books > Rare-collectable > NZ-published > Biography,Biography,193-466-172-1816,Yes,No,"2,3,4,5,6,7,10",Yes
1817,Books > Rare-collectable > NZ-published > History,History,193-466-172-1817,Yes,No,"2,3,4,5,6,7,10",Yes
1821,Books > Rare-collectable > NZ-published > Other,Other,193-466-172-1821,Yes,No,"2,3,4,5,6,7,10",Yes
1818,Books > Rare-collectable > NZ-published > Sport,Sport,193-466-172-1818,Yes,No,"2,3,4,5,6,7,10",Yes
1819,Books > Rare-collectable > NZ-published > Transport,Transport,193-466-172-1819,Yes,No,"2,3,4,5,6,7,10",Yes
1820,Books > Rare-collectable > NZ-published > War-military,War & military,193-466-172-1820,Yes,No,"2,3,4,5,6,7,10",Yes
1823,Books > Rare-collectable > Other > 1950-today,1950 - today,193-466-786-1823,Yes,No,"2,3,4,5,6,7,10",Yes
1822,Books > Rare-collectable > Other > Pre-1950,Pre 1950,193-466-786-1822,Yes,No,"2,3,4,5,6,7,10",Yes
829,Books > Teaching-resources-education > Accounting,Accounting,193-467-829,Yes,No,"2,3,4,5,6,7,10",Yes
828,Books > Teaching-resources-education > Architecture-design,Architecture & design,193-467-828,Yes,No,"2,3,4,5,6,7,10",Yes
1483,Books > Teaching-resources-education > College-study-guides,College study guides,193-467-1483,Yes,No,"2,3,4,5,6,7,10",Yes
24,Books > Teaching-resources-education > Computing-info-systems,Computing & info systems,193-467-24,Yes,No,"2,3,4,5,6,7,10",Yes
4662,Books > Teaching-resources-education > Economics,Economics,193-467-4662,Yes,No,"2,3,4,5,6,7,10",Yes
830,Books > Teaching-resources-education > Engineering,Engineering,193-467-830,Yes,No,"2,3,4,5,6,7,10",Yes
831,Books > Teaching-resources-education > Humanities-social-science,Humanities & social science,193-467-831,Yes,No,"2,3,4,5,6,7,10",Yes
832,Books > Teaching-resources-education > Law,Law,193-467-832,Yes,No,"2,3,4,5,6,7,10",Yes
4663,Books > Teaching-resources-education > Management,Management,193-467-4663,Yes,No,"2,3,4,5,6,7,10",Yes
4664,Books > Teaching-resources-education > Marketing,Marketing,193-467-4664,Yes,No,"2,3,4,5,6,7,10",Yes
775,Books > Teaching-resources-education > Other,Other,193-467-775,Yes,No,"2,3,4,5,6,7,10",Yes
551,Books > Teaching-resources-education > Science,Science,193-467-551,Yes,No,"2,3,4,5,6,7,10",Yes
6650,Books > Young-adult-fiction > Author-AC,Author A-C,193-6649-6650,Yes,No,"2,3,4,5,6,7,10",Yes
6651,Books > Young-adult-fiction > Author-DF,Author D-F,193-6649-6651,Yes,No,"2,3,4,5,6,7,10",Yes
6652,Books > Young-adult-fiction > Author-GI,Author G-I,193-6649-6652,Yes,No,"2,3,4,5,6,7,10",Yes
6653,Books > Young-adult-fiction > Author-JL,Author J-L,193-6649-6653,Yes,No,"2,3,4,5,6,7,10",Yes
6654,Books > Young-adult-fiction > Author-MO,Author M-O,193-6649-6654,Yes,No,"2,3,4,5,6,7,10",Yes
6655,Books > Young-adult-fiction > Author-PR,Author P-R,193-6649-6655,Yes,No,"2,3,4,5,6,7,10",Yes
6656,Books > Young-adult-fiction > Author-SU,Author S-U,193-6649-6656,Yes,No,"2,3,4,5,6,7,10",Yes
6657,Books > Young-adult-fiction > Author-VZ,Author V-Z,193-6649-6657,Yes,No,"2,3,4,5,6,7,10",Yes
6658,Books > Young-adult-fiction > Other,Other,193-6649-6658,Yes,No,"2,3,4,5,6,7,10",Yes
8572,Building-renovation > Bathroom > Basins-vanities > Basins,Basins,5964-6029-6033-8572,Yes,No,"2,3,4,5,6,7,10",Yes
8574,Building-renovation > Bathroom > Basins-vanities > Other,Other,5964-6029-6033-8574,Yes,No,"2,3,4,5,6,7,10",Yes
8573,Building-renovation > Bathroom > Basins-vanities > Vanities,Vanities,5964-6029-6033-8573,Yes,No,"2,3,4,5,6,7,10",Yes
8575,Building-renovation > Bathroom > Baths > Baths,Baths,5964-6029-6031-8575,Yes,No,"2,3,4,5,6,7,10",Yes
8577,Building-renovation > Bathroom > Baths > Other,Other,5964-6029-6031-8577,Yes,No,"2,3,4,5,6,7,10",Yes
8576,Building-renovation > Bathroom > Baths > Spa-baths,Spa baths,5964-6029-6031-8576,Yes,No,"2,3,4,5,6,7,10",Yes
8582,Building-renovation > Bathroom > Extractor-fans,Extractor fans,5964-6029-8582,Yes,No,"2,3,4,5,6,7,10",Yes
6034,Building-renovation > Bathroom > Mirrors,Mirrors,5964-6029-6034,Yes,No,"2,3,4,5,6,7,10",Yes
6038,Building-renovation > Bathroom > Other,Other,5964-6029-6038,Yes,No,"2,3,4,5,6,7,10",Yes
8726,Building-renovation > Bathroom > Showers > Other,Other,5964-6029-6030-8726,Yes,No,"2,3,4,5,6,7,10",Yes
8727,Building-renovation > Bathroom > Showers > Shower-boxes,Shower boxes,5964-6029-6030-8727,Yes,No,"2,3,4,5,6,7,10",Yes
8725,Building-renovation > Bathroom > Showers > Shower-heads-mixers,Shower heads & mixers,5964-6029-6030-8725,Yes,No,"2,3,4,5,6,7,10",Yes
8578,Building-renovation > Bathroom > Taps > Mixers,Mixers,5964-6029-6880-8578,Yes,No,"2,3,4,5,6,7,10",Yes
8580,Building-renovation > Bathroom > Taps > Other,Other,5964-6029-6880-8580,Yes,No,"2,3,4,5,6,7,10",Yes
8579,Building-renovation > Bathroom > Taps > Taps,Taps,5964-6029-6880-8579,Yes,No,"2,3,4,5,6,7,10",Yes
6032,Building-renovation > Bathroom > Toilets,Toilets,5964-6029-6032,Yes,No,"2,3,4,5,6,7,10",Yes
8584,Building-renovation > Building-supplies > Fixing-fastening > Nails,Nails,5964-5990-5992-8584,Yes,No,"2,3,4,5,6,7,10",Yes
8585,Building-renovation > Building-supplies > Fixing-fastening > Other,Other,5964-5990-5992-8585,Yes,No,"2,3,4,5,6,7,10",Yes
8583,Building-renovation > Building-supplies > Fixing-fastening > Screws-bolts,Screws & bolts,5964-5990-5992-8583,Yes,No,"2,3,4,5,6,7,10",Yes
5997,Building-renovation > Building-supplies > Other,Other,5964-5990-5997,Yes,No,"2,3,4,5,6,7,10",Yes
